,row,col,StemTag,frac,Feb_B02,Feb_B03,Feb_B04,Feb_B05,Feb_B06,Feb_B07,Feb_B08,Feb_B8A,Feb_B11,Feb_B12,Mar_B02,Mar_B03,Mar_B04,Mar_B05,Mar_B06,Mar_B07,Mar_B08,Mar_B8A,Mar_B11,Mar_B12,Jun_B02,Jun_B03,Jun_B04,Jun_B05,Jun_B06,Jun_B07,Jun_B08,Jun_B8A,Jun_B11,Jun_B12,Jul_B02,Jul_B03,Jul_B04,Jul_B05,Jul_B06,Jul_B07,Jul_B08,Jul_B8A,Jul_B11,Jul_B12,Aug_B02,Aug_B03,Aug_B04,Aug_B05,Aug_B06,Aug_B07,Aug_B08,Aug_B8A,Aug_B11,Aug_B12,Sep_B02,Sep_B03,Sep_B04,Sep_B05,Sep_B06,Sep_B07,Sep_B08,Sep_B8A,Sep_B11,Sep_B12,Oct_B02,Oct_B03,Oct_B04,Oct_B05,Oct_B06,Oct_B07,Oct_B08,Oct_B8A,Oct_B11,Oct_B12,Nov_B02,Nov_B03,Nov_B04,Nov_B05,Nov_B06,Nov_B07,Nov_B08,Nov_B8A,Nov_B11,Nov_B12,status,BBD,BLD,year,crown_intact,crown_living,FAD,Apr_B02,Apr_B03,Apr_B04,Apr_B05,Apr_B06,Apr_B07,Apr_B08,Apr_B8A,Apr_B11,Apr_B12,Dec_B02,Dec_B03,Dec_B04,Dec_B05,Dec_B06,Dec_B07,Dec_B08,Dec_B8A,Dec_B11,Dec_B12,Jan_B02,Jan_B03,Jan_B04,Jan_B05,Jan_B06,Jan_B07,Jan_B08,Jan_B8A,Jan_B11,Jan_B12,May_B02,May_B03,May_B04,May_B05,May_B06,May_B07,May_B08,May_B8A,May_B11,May_B12
41,2,39,211039,0.31133360423274037,0.0972,0.1144,0.1121,0.153,0.2233,0.2439,0.2508,0.2602,0.191,0.1473,0.1242,0.1426,0.1303,0.173,0.2479,0.2631,0.2673,0.2829,0.2174,0.1603,0.1222,0.1592,0.1227,0.1985,0.4184,0.4748,0.4773,0.5018,0.2641,0.1661,,,,,,,,,,,,,,,,,,,,,0.1213,0.1468,0.1229,0.1836,0.3704,0.4282,0.4052,0.4437,0.2457,0.1578,0.111,0.1425,0.126,0.1951,0.3216,0.353,0.3754,0.3868,0.2256,0.1526,0.1112,0.1239,0.1163,0.1512,0.2288,0.2436,0.2654,0.2618,0.1984,0.1503,DS,0.0,0.0,2022,56.0,0.0,,0.1205,0.1367,0.1266,0.173,0.2487,0.2695,0.2853,0.2862,0.22,0.1628,0.1008,0.1191,0.1173,0.1601,0.2386,0.2578,0.2702,0.2709,0.1735,0.141,,,,,,,,,,,,,,,,,,,,
42,7,32,181617,18.853303617270484,,,,,,,,,,,0.1324,0.1443,0.1431,0.1759,0.234,0.2497,0.2668,0.2728,0.2395,0.1798,0.1179,0.1494,0.1177,0.1895,0.4295,0.4924,0.5156,0.5203,0.2728,0.1675,,,,,,,,,,,,,,,,,,,,,0.1218,0.146,0.1204,0.1815,0.3929,0.4509,0.4694,0.4812,0.2606,0.1616,0.1141,0.1358,0.1478,0.2129,0.3347,0.3704,0.403,0.3925,0.2391,0.1611,0.1177,0.1284,0.1297,0.1573,0.2192,0.2396,0.2626,0.263,0.2332,0.1756,A,0.0,0.0,2022,100.0,97.0,,0.1291,0.1403,0.1435,0.1759,0.2347,0.254,0.2812,0.2771,0.2462,0.1879,0.1641,0.1796,0.1819,0.213,0.283,0.2989,0.3333,0.3286,0.2039,0.1679,,,,,,,,,,,,,,,,,,,,
43,8,32,181617,0.2341652650489791,,,,,,,,,,,0.132,0.142,0.1444,0.1791,0.2344,0.2506,0.2566,0.2739,0.2426,0.1839,0.1171,0.1478,0.1174,0.1919,0.4348,0.499,0.5113,0.5278,0.2748,0.1683,,,,,,,,,,,,,,,,,,,,,0.1202,0.147,0.1202,0.1848,0.4034,0.4637,0.4784,0.4952,0.2652,0.1634,0.1144,0.1384,0.1541,0.2234,0.3436,0.3801,0.399,0.406,0.2452,0.164,0.119,0.1285,0.1316,0.1624,0.2249,0.2461,0.26,0.272,0.2447,0.183,A,0.0,0.0,2022,100.0,97.0,,0.1279,0.141,0.1424,0.1782,0.2339,0.2522,0.2719,0.277,0.2476,0.1905,0.1659,0.1768,0.1868,0.2316,0.3033,0.3189,0.3328,0.3479,0.2097,0.1728,,,,,,,,,,,,,,,,,,,,
44,9,34,191166,12.503828768148226,,,,,,,,,,,0.1299,0.144,0.1395,0.1805,0.2339,0.2516,0.2637,0.2746,0.2367,0.1803,0.1194,0.1541,0.1204,0.1988,0.4415,0.5017,0.4985,0.5273,0.2766,0.1709,,,,,,,,,,,,,,,,,,,,,0.1239,0.153,0.1236,0.1974,0.4131,0.4758,0.481,0.5104,0.2711,0.1665,0.1157,0.1432,0.1435,0.2292,0.3464,0.3846,0.3933,0.4243,0.2508,0.1659,0.1167,0.1317,0.128,0.1693,0.2333,0.2627,0.296,0.2913,0.2502,0.186,AU,0.0,0.0,2022,99.0,97.0,"F,K",0.124,0.1396,0.1358,0.1795,0.2374,0.2495,0.2758,0.2792,0.2367,0.1851,0.1655,0.1864,0.1853,0.2536,0.3366,0.3526,0.4031,0.384,0.2137,0.1738,,,,,,,,,,,,,,,,,,,,
45,9,35,191166,0.4128235324712337,,,,,,,,,,,0.1322,0.147,0.1416,0.1819,0.2372,0.2548,0.2815,0.2787,0.2378,0.1802,0.1217,0.1587,0.1221,0.2002,0.44,0.4971,0.5012,0.5221,0.2764,0.1718,,,,,,,,,,,,,,,,,,,,,0.126,0.1563,0.127,0.1989,0.4121,0.4707,0.4791,0.506,0.271,0.1665,0.1143,0.1448,0.1389,0.226,0.345,0.3831,0.4058,0.421,0.2501,0.1656,0.1201,0.1317,0.1335,0.1687,0.2345,0.2626,0.2833,0.2902,0.2481,0.1844,AU,0.0,0.0,2022,99.0,97.0,"F,K",0.1267,0.1441,0.1391,0.1815,0.2407,0.2543,0.2886,0.2832,0.2389,0.1857,0.1695,0.1888,0.1929,0.2549,0.3414,0.3579,0.4119,0.3892,0.2126,0.1725,,,,,,,,,,,,,,,,,,,,
46,8,36,201050,3.428217632397183,,,,,,,,,,,0.1304,0.1422,0.1417,0.1788,0.243,0.2619,0.2652,0.2816,0.2381,0.1773,0.1198,0.1537,0.1208,0.1965,0.4385,0.4935,0.5172,0.5157,0.2758,0.1715,,,,,,,,,,,,,,,,,,,,,0.1243,0.1482,0.1226,0.1874,0.4046,0.4536,0.4747,0.4917,0.2643,0.1632,0.1119,0.1405,0.1332,0.2096,0.3448,0.3781,0.4097,0.3985,0.2394,0.1607,0.1136,0.123,0.1239,0.1593,0.2361,0.2551,0.2501,0.2774,0.2316,0.1726,AU,0.0,0.0,2022,100.0,97.0,"K,F",0.1254,0.1402,0.1433,0.1798,0.2471,0.266,0.2791,0.2858,0.244,0.1862,0.1709,0.1871,0.1925,0.2267,0.3217,0.3406,0.3683,0.3589,0.2026,0.164,,,,,,,,,,,,,,,,,,,,
47,7,34,191242,11.931092544491928,,,,,,,,,,,0.124,0.1389,0.1324,0.1755,0.2367,0.2516,0.2506,0.2742,0.2305,0.1723,0.1193,0.1495,0.1202,0.1909,0.4216,0.4847,0.4592,0.5047,0.2727,0.1692,,,,,,,,,,,,,,,,,,,,,0.1221,0.1437,0.1207,0.1822,0.3772,0.4408,0.4102,0.4736,0.2566,0.1614,0.1127,0.1352,0.1292,0.1978,0.3152,0.3462,0.3448,0.3778,0.231,0.1566,0.111,0.123,0.1194,0.1537,0.2226,0.255,0.2632,0.2713,0.2243,0.168,AU,0.0,0.0,2022,99.0,91.0,"F,K",0.1201,0.1342,0.1306,0.1728,0.2398,0.2538,0.2664,0.2827,0.2369,0.1807,0.129,0.1524,0.1509,0.2074,0.29,0.3098,0.3134,0.3405,0.199,0.1593,,,,,,,,,,,,,,,,,,,,
48,7,35,191242,32.38034603369421,,,,,,,,,,,0.1275,0.1429,0.139,0.1767,0.2409,0.2574,0.2697,0.2784,0.2298,0.1711,0.12,0.1503,0.1207,0.1924,0.4219,0.4833,0.4889,0.5018,0.2731,0.1699,,,,,,,,,,,,,,,,,,,,,0.1239,0.1441,0.1222,0.1821,0.3749,0.4384,0.4335,0.471,0.2559,0.1612,0.1121,0.1342,0.1262,0.1932,0.3116,0.3409,0.3591,0.3763,0.2291,0.1552,0.1152,0.1296,0.1254,0.1541,0.228,0.2601,0.2785,0.2759,0.2219,0.166,AU,0.0,0.0,2022,99.0,91.0,"F,K",0.1262,0.1397,0.139,0.1733,0.2461,0.2586,0.2888,0.2882,0.2362,0.1796,0.1317,0.151,0.1515,0.2057,0.2954,0.3172,0.3263,0.3437,0.1968,0.1563,,,,,,,,,,,,,,,,,,,,
49,8,34,191242,0.0055501185238536095,,,,,,,,,,,0.1249,0.141,0.1351,0.178,0.2369,0.2519,0.256,0.2759,0.2345,0.1767,0.1204,0.1495,0.1216,0.1929,0.4289,0.4921,0.4665,0.5126,0.2746,0.17,,,,,,,,,,,,,,,,,,,,,0.1239,0.1465,0.1214,0.1875,0.3899,0.4544,0.4361,0.4909,0.2624,0.1635,0.1126,0.1329,0.1332,0.2098,0.3263,0.3595,0.3441,0.3937,0.2383,0.16,0.1121,0.1257,0.1227,0.1594,0.2262,0.2598,0.2658,0.2796,0.2366,0.1766,AU,0.0,0.0,2022,99.0,91.0,"F,K",0.1212,0.1359,0.1318,0.1758,0.2388,0.2531,0.2719,0.2828,0.2391,0.1843,0.1444,0.1683,0.1651,0.2291,0.315,0.3329,0.3611,0.3654,0.2066,0.1659,,,,,,,,,,,,,,,,,,,,
50,8,35,191242,0.4065171632200258,,,,,,,,,,,0.1268,0.1431,0.1388,0.1785,0.2402,0.2564,0.2746,0.2792,0.2347,0.1758,0.122,0.1521,0.1217,0.1942,0.4313,0.4922,0.483,0.5098,0.2754,0.1711,,,,,,,,,,,,,,,,,,,,,0.1248,0.147,0.1239,0.1881,0.3898,0.4521,0.4455,0.4906,0.2625,0.1635,0.1119,0.1372,0.1314,0.206,0.3266,0.3583,0.3759,0.3928,0.2372,0.1591,0.1162,0.1283,0.1287,0.1589,0.2294,0.2626,0.2625,0.2809,0.2341,0.1748,AU,0.0,0.0,2022,99.0,91.0,"F,K",0.1243,0.139,0.137,0.1765,0.2437,0.2582,0.2834,0.2869,0.2398,0.1842,0.1436,0.1647,0.1676,0.2279,0.3204,0.3399,0.3693,0.3684,0.2046,0.1635,,,,,,,,,,,,,,,,,,,,
51,31,61,331456,16.489520846478527,0.1421,0.1597,0.1611,0.1918,0.247,0.2625,0.2747,0.2765,0.2178,0.1768,0.134,0.1452,0.1488,0.1814,0.2357,0.2515,0.2508,0.2761,0.2715,0.2018,0.1203,0.1485,0.1195,0.1874,0.466,0.5513,0.534,0.5655,0.2885,0.174,,,,,,,,,,,,,,,,,,,,,0.1226,0.1441,0.1217,0.1847,0.4187,0.493,0.4691,0.524,0.2825,0.1697,0.1132,0.1423,0.1341,0.2129,0.3736,0.4133,0.4356,0.4571,0.2631,0.1682,0.1198,0.1275,0.1344,0.1639,0.218,0.2325,0.2457,0.2667,0.2658,0.2016,AU,0.0,0.0,2022,98.0,96.0,"K,I",0.1298,0.1407,0.1477,0.185,0.2381,0.2614,0.27,0.2883,0.2886,0.2186,0.1333,0.1467,0.1526,0.1847,0.233,0.2562,0.2602,0.2744,0.215,0.1792,,,,,,,,,,,,,,,,,,,,
52,48,41,240109,1.7192712428087884,0.247,0.2584,0.2605,0.2743,0.3193,0.3194,0.3429,0.3249,0.2098,0.1772,0.1439,0.1571,0.1757,0.2078,0.2413,0.2655,0.2787,0.2927,0.3185,0.2406,0.119,0.1457,0.1173,0.182,0.4816,0.5771,0.5878,0.6089,0.2887,0.1698,,,,,,,,,,,,,,,,,,,,,0.125,0.1471,0.1229,0.1787,0.4539,0.5484,0.5496,0.5744,0.2867,0.1706,0.1146,0.1454,0.1292,0.2006,0.4132,0.4748,0.5239,0.5138,0.2694,0.1663,0.1257,0.1324,0.1482,0.1688,0.2013,0.2219,0.2457,0.2623,0.2879,0.2199,AU,0.0,0.0,2022,98.0,87.0,"I,F,K,R",0.1441,0.1575,0.1846,0.2124,0.2526,0.2723,0.2976,0.3094,0.3554,0.2728,0.208,0.2135,0.2204,0.2525,0.2917,0.3055,0.3176,0.3206,0.2203,0.1898,,,,,,,,,,,,,,,,,,,,
53,49,41,240109,26.13379549004658,0.2293,0.2344,0.2443,0.2748,0.3141,0.3159,0.3222,0.3237,0.2085,0.177,0.1419,0.1552,0.1685,0.2084,0.2424,0.2659,0.2757,0.2955,0.3213,0.2435,0.118,0.1421,0.1171,0.1811,0.4773,0.5755,0.5768,0.5986,0.2874,0.1698,,,,,,,,,,,,,,,,,,,,,0.1223,0.1438,0.1219,0.1778,0.4446,0.5399,0.5129,0.5686,0.2849,0.1697,0.1114,0.1359,0.1265,0.1985,0.4058,0.4669,0.46,0.4992,0.2658,0.1654,0.1236,0.131,0.1475,0.1709,0.2037,0.2255,0.2507,0.2636,0.2933,0.2237,AU,0.0,0.0,2022,98.0,87.0,"I,F,K,R",0.1413,0.1538,0.1756,0.2133,0.2514,0.2735,0.2953,0.3092,0.3586,0.2762,0.2067,0.2124,0.2191,0.2588,0.2939,0.3073,0.328,0.3214,0.2198,0.1894,,,,,,,,,,,,,,,,,,,,
54,49,42,240109,24.0660309386533,0.2349,0.2382,0.2513,0.2801,0.3195,0.3187,0.3214,0.3267,0.209,0.1777,0.1452,0.1581,0.1778,0.2114,0.2464,0.2703,0.2839,0.3005,0.3248,0.2451,0.117,0.1448,0.1172,0.1826,0.4785,0.5745,0.5795,0.6018,0.2888,0.17,,,,,,,,,,,,,,,,,,,,,0.1226,0.1432,0.1219,0.1786,0.4444,0.5384,0.5155,0.567,0.2855,0.1702,0.1123,0.1381,0.125,0.2051,0.4068,0.4682,0.4716,0.4987,0.2674,0.1664,0.1245,0.132,0.1485,0.1723,0.2059,0.228,0.2514,0.2652,0.2946,0.2254,AU,0.0,0.0,2022,98.0,87.0,"I,F,K,R",0.1449,0.159,0.1833,0.2166,0.2543,0.2762,0.3061,0.3136,0.3608,0.2773,0.2404,0.2527,0.2615,0.2692,0.3035,0.3175,0.3589,0.3302,0.2214,0.1919,,,,,,,,,,,,,,,,,,,,
55,45,28,170750,1.489809175067688,,,,,,,,,,,0.1449,0.1593,0.1807,0.2162,0.2573,0.2808,0.302,0.3169,0.334,0.2499,0.1191,0.1489,0.1182,0.182,0.4816,0.5806,0.5971,0.5978,0.2868,0.1711,,,,,,,,,,,,,,,,,,,,,0.1226,0.1469,0.1222,0.1834,0.4392,0.5381,0.5432,0.5613,0.2869,0.1699,0.1124,0.1477,0.1264,0.2105,0.4172,0.4865,0.5204,0.5119,0.2711,0.1683,0.1228,0.1344,0.1504,0.1747,0.2155,0.2406,0.2638,0.2767,0.2975,0.2241,A,0.0,0.0,2022,98.0,90.0,,0.1445,0.1606,0.1911,0.2216,0.2665,0.2883,0.3222,0.3248,0.3778,0.2845,0.2173,0.2259,0.2261,0.2564,0.2975,0.308,0.324,0.3325,0.2042,0.1764,,,,,,,,,,,,,,,,,,,,
56,46,28,170750,9.49666979173849,,,,,,,,,,,0.1437,0.158,0.1796,0.2184,0.2584,0.2819,0.3013,0.3178,0.3367,0.2509,0.1187,0.1481,0.1176,0.1811,0.4793,0.5773,0.58,0.5941,0.2868,0.1709,,,,,,,,,,,,,,,,,,,,,0.1221,0.1445,0.1218,0.1813,0.4345,0.5291,0.52,0.5531,0.2839,0.1692,0.1128,0.1429,0.1261,0.2071,0.4082,0.4722,0.4989,0.503,0.2691,0.1679,0.1217,0.1322,0.1484,0.1732,0.2141,0.2357,0.263,0.2749,0.2946,0.2211,A,0.0,0.0,2022,98.0,90.0,,0.1411,0.1588,0.1867,0.2238,0.2653,0.2886,0.3232,0.326,0.3805,0.286,0.2057,0.2113,0.211,0.2442,0.2822,0.2906,0.3162,0.3199,0.1993,0.1724,,,,,,,,,,,,,,,,,,,,
57,44,26,160836,1.5074110497026574,,,,,,,,,,,0.1463,0.1613,0.1799,0.213,0.2687,0.2925,0.3153,0.3277,0.3286,0.2422,0.1198,0.1486,0.1196,0.1893,0.4782,0.5698,0.5816,0.5913,0.2874,0.1706,,,,,,,,,,,,,,,,,,,,,0.1254,0.149,0.1231,0.1839,0.4451,0.5257,0.5332,0.5684,0.2858,0.1692,0.1151,0.1481,0.131,0.2155,0.416,0.4648,0.4841,0.5027,0.2678,0.1684,0.1259,0.1366,0.1499,0.1774,0.2321,0.2618,0.2967,0.2946,0.297,0.2199,AU,0.0,0.0,2022,100.0,99.0,K,0.144,0.1623,0.1879,0.2176,0.2742,0.3007,0.3363,0.3376,0.3654,0.2743,0.2325,0.2393,0.2434,0.2624,0.3183,0.3361,0.3725,0.3615,0.2168,0.183,,,,,,,,,,,,,,,,,,,,
58,44,27,160836,0.7602909283529679,,,,,,,,,,,0.1481,0.1632,0.1829,0.2134,0.2658,0.2887,0.313,0.3231,0.3284,0.2431,0.119,0.1464,0.119,0.1864,0.4777,0.5735,0.5771,0.5918,0.2866,0.1705,,,,,,,,,,,,,,,,,,,,,0.1246,0.1473,0.123,0.1843,0.4441,0.5357,0.539,0.567,0.286,0.1696,0.1131,0.1446,0.1272,0.2131,0.4172,0.4754,0.4918,0.5068,0.2691,0.168,0.1258,0.1365,0.1526,0.1766,0.2265,0.2534,0.2883,0.2883,0.2966,0.2219,AU,0.0,0.0,2022,100.0,99.0,K,0.1466,0.1628,0.1894,0.2177,0.2708,0.2957,0.3317,0.3321,0.3672,0.2749,0.2221,0.2252,0.2326,0.2604,0.3125,0.3292,0.3528,0.3525,0.2145,0.1826,,,,,,,,,,,,,,,,,,,,
59,42,27,170920,4.996597420887504,0.1434,0.1619,0.1608,0.2156,0.2929,0.3074,0.3142,0.3244,0.2195,0.1765,0.1374,0.1516,0.156,0.1998,0.2626,0.2848,0.2983,0.3138,0.3026,0.2217,0.1191,0.1469,0.1189,0.1852,0.4685,0.5571,0.5445,0.5798,0.2817,0.1688,,,,,,,,,,,,,,,,,,,,,0.1241,0.1483,0.1228,0.1839,0.4418,0.5253,0.5134,0.5562,0.2814,0.1676,0.1153,0.1443,0.1328,0.2088,0.4067,0.4586,0.4829,0.4928,0.2643,0.1658,0.1226,0.1324,0.1418,0.1712,0.2269,0.2504,0.2812,0.2871,0.2816,0.2111,AU,0.0,0.0,2022,100.0,97.0,"I,R,F",0.1347,0.1502,0.1568,0.2025,0.2686,0.291,0.3175,0.323,0.3296,0.2457,0.1645,0.1756,0.1838,0.2282,0.2931,0.3168,0.3623,0.3393,0.2231,0.1859,,,,,,,,,,,,,,,,,,,,
60,42,28,170920,16.891120067691705,0.1761,0.1897,0.1892,0.2319,0.3014,0.3136,0.3272,0.3267,0.2135,0.1743,0.1411,0.1549,0.1664,0.2051,0.262,0.2839,0.2961,0.3117,0.3104,0.2287,0.1187,0.1467,0.1186,0.1841,0.4699,0.5638,0.5652,0.5858,0.2813,0.1685,,,,,,,,,,,,,,,,,,,,,0.125,0.1477,0.1229,0.1839,0.4448,0.5413,0.5407,0.5616,0.2821,0.1682,0.1146,0.1423,0.1247,0.2045,0.4033,0.4677,0.5046,0.4974,0.2645,0.1653,0.1233,0.1314,0.1439,0.1706,0.2186,0.2419,0.2699,0.2821,0.2857,0.2151,AU,0.0,0.0,2022,100.0,97.0,"I,R,F",0.1405,0.1547,0.1701,0.2086,0.266,0.2876,0.3175,0.3254,0.3433,0.2554,0.1911,0.2004,0.2109,0.2368,0.2915,0.3146,0.3511,0.3386,0.2193,0.1846,,,,,,,,,,,,,,,,,,,,
61,41,21,140377,0.1225941734852616,0.1532,0.1608,0.1634,0.1818,0.2342,0.2517,0.2594,0.2689,0.2008,0.1652,0.1338,0.1439,0.1431,0.1759,0.2296,0.2449,0.2553,0.2692,0.2463,0.1857,0.119,0.1452,0.1206,0.1809,0.4129,0.481,0.4707,0.4976,0.2669,0.1664,,,,,,,,,,,,,,,,,,,,,0.124,0.1451,0.1248,0.1797,0.3842,0.4573,0.4623,0.4894,0.2659,0.165,0.115,0.1442,0.1285,0.1982,0.3682,0.4278,0.4631,0.4498,0.2526,0.1644,0.1195,0.1267,0.1311,0.1538,0.2043,0.2273,0.2428,0.2528,0.2452,0.1858,AU,0.0,0.0,2022,95.0,95.0,"K,F",0.1275,0.1395,0.1427,0.1784,0.234,0.256,0.2757,0.2844,0.2693,0.2034,0.1185,0.1349,0.136,0.1655,0.2204,0.2359,0.2399,0.2628,0.1973,0.1638,,,,,,,,,,,,,,,,,,,,
62,41,22,140377,5.626165721429496,0.1376,0.1541,0.1521,0.1804,0.2401,0.2616,0.2779,0.279,0.2102,0.1692,0.1351,0.1448,0.1438,0.1772,0.2349,0.2555,0.266,0.2812,0.2558,0.1901,0.1184,0.1449,0.1182,0.1813,0.4319,0.5043,0.4934,0.5177,0.2715,0.1673,,,,,,,,,,,,,,,,,,,,,0.123,0.1445,0.1233,0.1821,0.398,0.4742,0.4731,0.5119,0.2716,0.166,0.1147,0.1451,0.128,0.2014,0.3746,0.4313,0.4625,0.46,0.2558,0.1645,0.1185,0.1267,0.1322,0.1572,0.2139,0.2364,0.2556,0.2624,0.2544,0.1903,AU,0.0,0.0,2022,95.0,95.0,"K,F",0.129,0.142,0.144,0.1791,0.243,0.2666,0.2868,0.2913,0.2754,0.2076,0.1229,0.139,0.1437,0.1782,0.2368,0.2514,0.2535,0.2772,0.2062,0.1709,,,,,,,,,,,,,,,,,,,,
63,40,20,130286,13.726068991845338,0.1694,0.1734,0.1775,0.1998,0.2434,0.2563,0.2585,0.2708,0.1961,0.1647,0.1345,0.1446,0.1534,0.1787,0.2237,0.2391,0.247,0.263,0.2511,0.1912,0.1179,0.1466,0.1187,0.1813,0.4197,0.4916,0.52,0.5106,0.269,0.1671,,,,,,,,,,,,,,,,,,,,,0.1234,0.1451,0.1226,0.1787,0.3934,0.471,0.4932,0.4964,0.2664,0.1658,0.1126,0.1373,0.1227,0.1987,0.3832,0.4447,0.4661,0.4646,0.2559,0.1655,0.1191,0.1286,0.1318,0.1542,0.1974,0.2173,0.2301,0.2464,0.2436,0.1859,A,0.0,0.0,2022,100.0,100.0,,0.1328,0.1466,0.1619,0.1847,0.2316,0.2529,0.2686,0.2816,0.2811,0.2135,0.142,0.1435,0.1461,0.1671,0.2134,0.2288,0.2383,0.253,0.1914,0.1616,,,,,,,,,,,,,,,,,,,,
64,40,21,130286,4.391923177305773,0.1728,0.1793,0.1866,0.1986,0.2472,0.2622,0.2822,0.2777,0.2027,0.1676,0.1356,0.146,0.1506,0.1793,0.2295,0.2463,0.2549,0.2708,0.2545,0.192,0.1193,0.1478,0.1189,0.182,0.4298,0.5041,0.5311,0.5215,0.2718,0.1676,,,,,,,,,,,,,,,,,,,,,0.1242,0.1478,0.1237,0.1803,0.4007,0.4804,0.5089,0.5087,0.2705,0.1665,0.114,0.145,0.1269,0.2022,0.3854,0.4444,0.4808,0.4688,0.2586,0.1661,0.1182,0.1292,0.1331,0.1556,0.2041,0.2255,0.2503,0.2534,0.2485,0.1884,A,0.0,0.0,2022,100.0,100.0,,0.1322,0.1436,0.1519,0.1837,0.2369,0.2589,0.2807,0.2875,0.2811,0.2125,0.1319,0.146,0.1444,0.1707,0.2214,0.2363,0.2525,0.2616,0.1993,0.1667,,,,,,,,,,,,,,,,,,,,
65,38,19,130332,2.20291930663512,0.1958,0.2008,0.2083,0.2304,0.2867,0.303,0.3168,0.3104,0.2003,0.1661,0.1387,0.1528,0.1653,0.1922,0.2367,0.2538,0.2712,0.2807,0.2754,0.2098,0.1185,0.1465,0.119,0.1824,0.4461,0.5273,0.544,0.5424,0.2739,0.1671,,,,,,,,,,,,,,,,,,,,,0.126,0.1478,0.1225,0.1793,0.4154,0.4894,0.5055,0.5193,0.2671,0.1666,0.1132,0.1418,0.1211,0.197,0.3938,0.4421,0.4646,0.4782,0.2575,0.1641,0.1211,0.1297,0.1376,0.16,0.2034,0.2261,0.2618,0.2576,0.2547,0.1946,AU,0.0,0.0,2022,100.0,100.0,"K,F",0.1383,0.1514,0.1693,0.1986,0.2432,0.2657,0.2975,0.2973,0.3105,0.239,0.1494,0.1604,0.1568,0.1851,0.2368,0.2539,0.2732,0.2791,0.1956,0.1662,,,,,,,,,,,,,,,,,,,,
66,38,20,130332,17.733289629753912,0.2055,0.2173,0.2211,0.2356,0.2849,0.2951,0.3265,0.3055,0.2027,0.1685,0.1408,0.1551,0.1669,0.1905,0.2349,0.2539,0.2778,0.279,0.2777,0.2096,0.1176,0.1417,0.118,0.1823,0.4494,0.5333,0.5322,0.551,0.277,0.1683,,,,,,,,,,,,,,,,,,,,,0.1241,0.1435,0.121,0.1791,0.4174,0.5036,0.4923,0.5258,0.2721,0.1672,0.1143,0.1373,0.1211,0.2027,0.3982,0.4548,0.4616,0.4851,0.2619,0.1664,0.1222,0.1314,0.1405,0.1621,0.2059,0.2247,0.2479,0.2568,0.2592,0.1967,AU,0.0,0.0,2022,100.0,100.0,"K,F",0.1391,0.1546,0.1744,0.1989,0.2447,0.267,0.3014,0.2945,0.311,0.2379,0.1556,0.167,0.1681,0.1918,0.2378,0.255,0.28,0.2749,0.2005,0.1708,,,,,,,,,,,,,,,,,,,,
67,39,20,130332,6.148814127568731,0.1959,0.2083,0.2096,0.2247,0.2701,0.2801,0.3091,0.2918,0.2002,0.1673,0.1386,0.1504,0.1613,0.1865,0.229,0.2479,0.2664,0.2719,0.268,0.2033,0.116,0.1431,0.1173,0.1817,0.4433,0.5246,0.5385,0.5428,0.2759,0.1684,,,,,,,,,,,,,,,,,,,,,0.1249,0.1432,0.1214,0.1784,0.4134,0.4992,0.4977,0.5196,0.2713,0.1673,0.1147,0.1381,0.1204,0.2009,0.395,0.4533,0.4789,0.4783,0.2611,0.166,0.1208,0.1307,0.1367,0.1591,0.2026,0.2202,0.2382,0.2509,0.2525,0.1918,AU,0.0,0.0,2022,100.0,100.0,"K,F",0.138,0.1524,0.1703,0.1948,0.2406,0.2623,0.2939,0.2895,0.3011,0.2296,0.1442,0.1512,0.1548,0.18,0.2236,0.2396,0.2497,0.2601,0.196,0.1671,,,,,,,,,,,,,,,,,,,,
68,32,19,120690,0.13898354947545077,0.1669,0.183,0.1793,0.2115,0.275,0.2889,0.3077,0.3046,0.1957,0.1609,0.1336,0.1478,0.1537,0.1863,0.2357,0.2539,0.2624,0.2843,0.2649,0.1994,0.118,0.1428,0.119,0.1772,0.4259,0.506,0.5022,0.528,0.2659,0.1636,,,,,,,,,,,,,,,,,,,,,0.1228,0.1425,0.121,0.1753,0.4019,0.4761,0.4738,0.5092,0.2612,0.16,0.1111,0.1373,0.1233,0.1943,0.3807,0.4355,0.4609,0.4695,0.2521,0.1625,0.1199,0.1264,0.1369,0.1622,0.2213,0.2474,0.2596,0.2847,0.2609,0.1955,DS,0.0,0.0,2022,2.0,0.0,,0.1316,0.1446,0.158,0.1891,0.2447,0.2646,0.2896,0.2947,0.2979,0.225,0.1543,0.1633,0.166,0.195,0.2646,0.286,0.2996,0.3125,0.1959,0.1635,,,,,,,,,,,,,,,,,,,,
