OBJECTID,StemTag,quadrat,subquadrat,sp,lx,ly,previous_dbh,status_2023,notes_2023,fad_2023,wound_2023,rot_2023,canker_2023,tag,UTMX,UTMY,status_2024,wound_2024,rot_2024,canker_2024,crown_living,crown_intact,crown_position,fad_2024,fad_choices,liana_load,lean_angle,dead_resprout,crown_check,lean_direction,comment_mortality_2024,mort_census,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
7963,110772,1110,22,fagugr,0.27,7.53,13.3,AU,NA,"DF,K,F",NA,NA,2,110772,731802.272,4713421.52901,AU,NA,1,2,60,78,1,"DF,K,R",R,NA,NA,NA,NA,NA,Possible BBD?,finished,8423b4b7-e3b3-4a84-8d4a-a420f59d7969,2024-07-03T17:50:17Z,shuej21,2024-07-12T14:41:48Z,j.bouchard_ufl,-72.177229631071,42.5384218949285
8375,111462,1120,21,fagugr,5.69,6.55,14.6,AU,NA,"K,F,DF",NA,NA,3,111462,731807.688,4713610.54501,AU,NA,2,3,46,61,1,"K,R,I,DF",DF,NA,NA,NA,NA,NA,BBD,finished,a7de3427-8490-4a6d-bc52-b42b30202d15,2024-07-03T17:50:17Z,shuej21,2024-07-15T16:17:05Z,j.bouchard_ufl,-72.1770871115545,42.5401204452042
8376,111471,1120,21,fagugr,2.68,0.39,27.3,AU,NA,"K,DF,F",NA,NA,3,111471,731804.683,4713604.39499,AU,NA,1,1,73,86,1,"DF,K,I,R",R,NA,NA,NA,NA,NA,No visible fruiting bodies. BBD,finished,523683ef-b7e1-4aa9-a262-2275d59e02c2,2024-07-03T17:50:17Z,shuej21,2024-07-15T16:04:32Z,j.bouchard_ufl,-72.1771261559301,42.5400660278595
8769,120467,1207,21,fagugr,1.31,9.88,12.2,A,NA,NA,NA,NA,NA,120467,731823.30901,4713353.882,A,NA,NA,NA,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,662d5d1a-020c-4e5d-8cf3-ae8de55f2d88,2024-07-03T17:50:17Z,shuej21,2024-07-11T17:03:21Z,dcayetano_ufl,-72.177001185901,42.5378071108902
8837,120573,1209,12,fagugr,2.38,6.67,17.3,AU,BBD,K,NA,NA,NA,120573,731814.381,4713400.673,AU,NA,NA,3,43,97,1,"DF,K",K,NA,NA,NA,NA,NA,Bad,finished,d357dc4c-ed46-4417-a047-b95d74404023,2024-07-03T17:50:17Z,shuej21,2024-07-11T18:16:28Z,dcayetano_ufl,-72.1770908045287,42.5382306669838
8894,120690,1210,21,fagugr,9.81,0.82,21.2,DS,NA,NA,NA,NA,NA,120690,731831.808,4713404.825,DS,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,finished,ed3d734b-7cbe-4a9f-a76f-c8a620ad498c,2024-07-03T17:50:17Z,shuej21,2024-07-11T19:03:46Z,dcayetano_ufl,-72.1768771546114,42.5382627877753
8898,120696,1211,11,fagugr,0.28,3.56,14.8,DS,NA,NA,NA,NA,NA,120696,731812.282,4713427.556,DS,NA,NA,NA,0,13,1,NA,NA,NA,NA,NA,NA,NA,Resprouting below POM,finished,ae816684-5a90-4128-a20d-a9dc9be4e27b,2024-07-03T17:50:17Z,shuej21,2024-07-12T12:51:20Z,dcayetano_ufl,-72.1771054344914,42.5384731054777
8913,120728,1211,12,fagugr,5.81,3.74,17.1,A,NA,NA,NA,NA,NA,120728,731817.806,4713437.737,A,NA,NA,NA,86,95,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,73f0f06d-c106-4342-b696-49932a0049f4,2024-07-03T17:50:17Z,shuej21,2024-07-12T13:16:06Z,dcayetano_ufl,-72.177034117241,42.538563025829
9022,120946,1214,22,fagugr,9.52,2.75,10.8,A,NA,NA,NA,NA,NA,120946,731831.524,4713496.74799,AU,1,NA,NA,98,100,1,"W,CR",CR,NA,NA,NA,NA,NA,NA,finished,7b7af908-f058-4f91-bd02-cfe64c4f0c31,2024-07-03T17:50:17Z,shuej21,2024-07-12T15:11:55Z,dcayetano_ufl,-72.1768433330409,42.5390897084608
9052,121015,1215,22,fagugr,7.44,9.5,11.5,DS,Bbd,"K,B,W",2,NA,NA,121015,731829.439,4713523.5,DS,NA,NA,NA,0,10,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,76c82242-6cf5-4fb5-84fa-917730f37939,2024-07-03T17:50:17Z,shuej21,2024-07-12T16:20:27Z,dcayetano_ufl,-72.1768578444261,42.5393309641301
9119,121133,1217,12,fagugr,4.14,8.03,11.8,AU,Bbd,K,NA,NA,NA,121133,731816.13499,4713562.03299,AU,NA,NA,1,93,99,1,K,K,NA,NA,NA,NA,NA,NA,finished,38366ca8-6e21-446d-a672-d5c0f6ad9694,2024-07-03T17:50:17Z,shuej21,2024-07-12T17:26:31Z,dcayetano_ufl,-72.1770040389503,42.5396815534328
9271,121409,1221,22,fagugr,7.27,8.36,17.9,AU,Bbd,K,NA,NA,NA,121409,731829.267,4713642.35901,AU,2,NA,1,98,99,1,"W,K",K,NA,NA,NA,NA,NA,NA,finished,9c4c1139-8743-4482-9d4a-6f2d0d2c2a25,2024-07-03T17:50:17Z,shuej21,2024-07-15T14:47:19Z,dcayetano_ufl,-72.1768117339025,42.5404001362112
9280,121429,1222,11,fagugr,0.82,3,11.3,A,NA,NA,NA,NA,NA,121429,731812.821,4713647.005,A,NA,NA,NA,98,99,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,2f4ae9c8-36ef-4d09-9dd8-59562103d0e5,2024-07-03T17:50:17Z,shuej21,2024-07-15T15:20:56Z,dcayetano_ufl,-72.1770098914744,42.5404468589229
9343,121610,1223,21,fagugr,4.06,2.73,14.1,AU,Bbd,K,NA,NA,2,121610,731826.063,4713666.73401,AU,1,NA,2,67,94,1,"B,W,K",K,NA,NA,NA,NA,NA,Bad,finished,1fcc5483-0266-431b-b819-4fc0c713187a,2024-07-03T17:50:17Z,shuej21,2024-07-15T15:53:09Z,dcayetano_ufl,-72.1768408204531,42.5406203470726
9362,121664,1224,22,fagugr,9.18,9.41,39.2,DS,NA,NA,NA,NA,NA,121664,731831.179,4713703.41299,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,0a8be08e-f014-4c4e-a9cc-545f5179978f,2024-07-03T17:50:17Z,shuej21,2024-07-15T16:16:57Z,dcayetano_ufl,-72.1767637162556,42.5409487351944
9369,121672,1224,21,fagugr,5.45,7.78,29.6,AU,Bbd,"W,K",2,NA,NA,121672,731827.455,4713691.77899,AU,2,1,2,25,85,3,"W,R,H,K",K,NA,NA,NA,NA,NA,NA,finished,bdd6b081-6c0c-48b1-8599-82e0967c7c51,2024-07-03T17:50:17Z,shuej21,2024-07-15T16:12:29Z,dcayetano_ufl,-72.1768137317557,42.5408452061652
9388,121716,1225,12,fagugr,2.06,7.04,49,AU,Bbd,"K,W",1,NA,1,121716,731814.062,4713721.043,AU,1,NA,2,72,86,3,"K,W",W,NA,NA,NA,NA,NA,NA,finished,90f4c477-0579-4e73-b48f-863b4bb8bbb7,2024-07-03T17:50:17Z,shuej21,2024-07-15T16:49:48Z,dcayetano_ufl,-72.1769647708943,42.5411124480887
9553,130286,1305,22,fagugr,8.36,8.46,22.9,AU,BBD,K,NA,NA,1,130286,731850.35999,4713322.4556,A,NA,NA,NA,100,100,4,NA,NA,NA,NA,NA,NA,NA,"Looks very healthy, didn’t find canker or BBD",finished,8d5390cc-c19a-4052-b42c-d230ee2ab1a7,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:30:34Z,kdarocha_ufl,-72.1766849097507,42.5375163226009
9561,130298,1305,21,fagugr,9.94,8.42,10,AU,BBD,K,NA,NA,2,130298,731851.94299,4713312.4222,AU,NA,NA,1,90,93,3,K,K,NA,NA,NA,NA,NA,BBD,finished,0b821171-9d77-49fe-8f77-e3059ddad694,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:19:05Z,kdarocha_ufl,-72.1766697246291,42.5374255985062
9578,130332,1306,12,fagugr,7.16,1.9,14.9,AU,BBD,K,NA,NA,1,130332,731839.158,4713335.899,DS,NA,NA,NA,0,80,3,"DF,BB",BB,NA,NA,NA,NA,NA,BBD,finished,4123bd27-2833-49f6-8c9d-7efae18915b6,2024-07-03T17:50:17Z,shuej21,2024-07-16T16:19:34Z,kdarocha_ufl,-72.176815707151,42.537640603356
9608,130407,1307,11,fagugr,7.91,7.02,13.7,A,NA,NA,NA,NA,NA,130407,731839.912,4713351.022,A,NA,NA,NA,97,97,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,ca84a608-0d90-458b-ad84-272d3b5076f3,2024-07-03T17:50:17Z,shuej21,2024-07-17T13:00:10Z,kdarocha_ufl,-72.1768004034518,42.5377764070076
9620,130433,1307,12,fagugr,9.96,5.46,NA,DS,NA,NA,NA,NA,NA,130433,731841.964,4713359.457,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,a6a5b7a1-92c2-4330-9ddc-b89d643c5d58,2024-07-03T17:50:17Z,shuej21,2024-07-17T13:09:23Z,kdarocha_ufl,-72.1767720247737,42.5378516631653
9621,130434,1307,12,fagugr,9.95,4.68,NA,DS,NA,NA,NA,NA,NA,130434,731841.95,4713358.67599,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,0cc513c5-4445-4c4a-a402-25711bba7c4f,2024-07-03T17:50:17Z,shuej21,2024-07-17T13:09:01Z,kdarocha_ufl,-72.1767725116606,42.5378446423235
9636,130456,1307,22,fagugr,8.97,0.28,10.4,AU,BBD,K,NA,NA,2,130456,731850.966,4713354.276,AU,NA,NA,1,50,60,1,"B,DF,K",K,NA,NA,NA,NA,NA,BBD,finished,e015297a-db45-4e32-8bea-7638a39afa2f,2024-07-03T17:50:17Z,shuej21,2024-07-16T17:07:30Z,kdarocha_ufl,-72.1766646347747,42.5378023610461
9729,130643,1310,11,fagugr,1.21,6.84,11.2,AU,BBD,"B,K",NA,NA,1,130643,731833.21001,4713410.838,AU,NA,NA,1,49,50,1,"B,K",K,NA,NA,NA,NA,NA,NA,finished,4332bd44-5139-4e3e-831c-fe2bd61ca1d5,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:57:57Z,kdarocha_ufl,-72.1768576638647,42.5383164534477
9751,130684,1310,21,fagugr,0.3,7.55,13.3,AU,BBD,K,NA,NA,1,130684,731842.30499,4713411.554,AU,NA,NA,1,90,94,3,K,K,NA,NA,NA,NA,NA,NA,finished,58289ce9-576f-4030-bb5d-c465c4395f66,2024-07-03T17:50:17Z,shuej21,2024-07-17T15:15:24Z,kdarocha_ufl,-72.1767467506732,42.5383201667149
9894,130970,1315,11,fagugr,0.79,0.26,13,A,NA,NA,NA,NA,NA,130970,731832.789,4713504.26401,A,NA,NA,NA,99,100,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,f29f6257-1ac9-4940-aea2-98233106bea7,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:47:02Z,ccavender_ufl,-72.1768248978147,42.5391569342792
9896,130976,1315,12,fagugr,2.64,7.25,18.7,AU,BBD,"K,DF",NA,NA,1,130976,731834.642,4713521.25,AU,1,2,2,20,76,1,"I,DF,W,R,K,B",B,NA,NA,NA,NA,NA,BBD,finished,4411e7d1-d2c6-4261-8e1f-b3f98b67092e,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:13:59Z,ccavender_ufl,-72.1767954708026,42.5393091654166
9915,131031,1316,11,fagugr,0.53,0.24,22.4,DS,NA,NA,NA,NA,NA,131031,731832.53101,4713524.23901,DS,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,e49f0e24-ca9c-403f-802b-2221e803ba2e,2024-07-03T17:50:17Z,shuej21,2024-07-17T15:58:45Z,ccavender_ufl,-72.176819935521,42.5393366841896
9916,131035,1316,11,fagugr,0.17,2.2,21.3,DS,NA,NA,NA,NA,NA,131035,731832.174,4713526.202,DS,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,761fbcc6-b26b-4213-bd70-717a99beebc3,2024-07-03T17:50:17Z,shuej21,2024-07-17T15:54:58Z,ccavender_ufl,-72.1768234820698,42.5393544480091
9928,131058,1316,22,fagugr,0.35,5.42,29.3,AU,BBD,"K,DF",NA,NA,2,131058,731842.355,4713539.41501,AU,NA,2,1,87,90,3,"I,DF,LF,K,R",F,NA,NA,NA,NA,NA,NA,finished,d21d138d-6aed-4b2e-be70-d201e9d2ca1d,2024-07-03T17:50:17Z,shuej21,2024-07-17T15:39:04Z,ccavender_ufl,-72.1766942890606,42.5394702436574
9946,131112,1317,12,fagugr,6.08,8.05,28.9,AU,BBD,"W,K",2,NA,1,131112,731838.077,4713562.05099,AU,1,2,NA,99,99,3,"W,R,F",F,NA,NA,NA,NA,NA,NA,finished,b8db03a4-4526-4554-91f8-5622d54c65ab,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:53:06Z,ccavender_ufl,-72.1767371431912,42.5396751344521
9973,131183,1318,12,fagugr,9.09,4.46,12.1,AU,BBD,"DF,K",NA,NA,1,131183,731841.091,4713578.461,DS,NA,2,1,0,23,1,"I,R,K",K,NA,NA,NA,NA,NA,BBD,finished,2d447328-ec17-4f93-b5d4-f91233db55e9,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:23:01Z,ccavender_ufl,-72.1766938282248,42.5398218362585
9977,131190,1318,22,fagugr,0.98,9.09,34.5,AU,BBD,"B,W,K",2,NA,2,131190,731842.97701,4713583.09299,AU,2,2,2,42,56,3,"I,R,K,W",W,NA,NA,NA,NA,NA,BBD,finished,3d0a87db-249a-4532-837e-137535164341,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:09:42Z,ccavender_ufl,-72.1766690095702,42.5398629353655
9992,131229,1319,11,fagugr,0.85,8.08,18.9,AU,Small oozing wound,"W,K",1,NA,1,131229,731832.851,4713592.077,AU,1,1,NA,100,100,3,"W,R",R,NA,NA,NA,NA,NA,NA,finished,4c2e9688-bd2a-4ceb-ae1e-a71e155f1303,2024-07-03T17:50:17Z,shuej21,2024-07-17T13:20:13Z,ccavender_ufl,-72.1767885322154,42.53994678159
10020,131293,1319,21,fagugr,6.63,0.37,19.7,AU,BBD,"K,DF",NA,NA,2,131293,731848.62701,4713584.367,DS,2,1,1,0,86,1,"I,W,R,K,B",B,NA,NA,NA,NA,NA,BBD,finished,56453389-48a0-4b3b-8e47-595559a20b9a,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:15:16Z,ccavender_ufl,-72.1765997692247,42.5398727001556
10066,131391,1321,11,fagugr,4.48,9.48,26.9,AU,BBD,K,NA,NA,2,131391,731836.485,4713633.483,AU,NA,NA,1,98,99,2,K,K,NA,NA,NA,NA,NA,NA,finished,059f76ba-c285-4a7e-9338-ae0370ef339c,2024-07-03T17:50:17Z,shuej21,2024-07-17T12:14:14Z,ccavender_ufl,-72.1767275375059,42.5403181332702
10074,131426,1321,22,fagugr,1.71,3.84,NA,DS,NA,NA,NA,NA,NA,131426,731843.707,4713637.83701,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finished,24a5cbb1-55a4-47d0-9b44-4bb58a5f47b5,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:52:37Z,ccavender_ufl,-72.176637926963,42.5403551310429
10075,131427,1321,22,fagugr,2.01,4.89,20,AU,BBD,"B,K",NA,NA,2,131427,731844.011,4713638.89499,AU,NA,2,2,67,67,1,"I,DF,R,K,B",B,NA,NA,NA,NA,NA,NA,finished,a2e1b918-7fd7-4d66-a576-cd69e8a8fd38,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:52:23Z,ccavender_ufl,-72.1766338010009,42.5403645562117
10078,131439,1321,22,fagugr,8.37,6.35,15.9,AU,BBD,"B,K,F,W",2,NA,1,131439,731850.37201,4713640.349,DS,2,2,1,0,25,1,"B,I,R,K,W",W,NA,NA,NA,NA,NA,BBD,finished,a9c45989-b31c-4e53-8b41-c23e9f7de1fb,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:47:45Z,ccavender_ufl,-72.1765558389123,42.5403757267559
10080,131449,1321,21,fagugr,2.93,3.68,NA,DS,NA,NA,NA,NA,NA,131449,731844.935,4713627.677,DS,NA,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,c0f09f28-2d42-4ed8-ab6e-6ce42baeebdf,2024-07-03T17:50:17Z,shuej21,2024-07-16T16:17:07Z,ccavender_ufl,-72.176627111247,42.5402633745673
10081,131455,1321,21,fagugr,5.99,9.83,NA,DS,NA,NA,NA,NA,NA,131455,731847.993,4713633.83099,DS,NA,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,95a342a3-321e-4960-a226-02dc9cfbd48f,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:55:51Z,ccavender_ufl,-72.1765874191862,42.5403178122583
10094,131512,1322,12,fagugr,8.93,2.15,18.7,AU,NA,K,NA,NA,3,131512,731840.933,4713656.15201,AU,NA,2,3,84,88,2,"I,LF,DF,R,K",K,NA,NA,NA,NA,NA,BBD,finished,672dea3b-308c-4313-b7a4-7b75f44eb84a,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:17:54Z,ccavender_ufl,-72.1766642404143,42.5405207040474
10098,131520,1322,22,fagugr,6.97,8.58,20.8,AU,NA,"K,W",1,NA,2,131520,731848.97,4713662.58099,AU,NA,2,3,92,92,2,"I,LF,R,K",K,NA,NA,NA,NA,NA,BBD,finished,721bcdb5-1225-4e31-9dcd-9fcf3336c764,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:02:09Z,ccavender_ufl,-72.1765638752409,42.5405761210928
10099,131522,1322,22,fagugr,9.28,7.93,14.1,AU,BBD,"B,K",NA,NA,2,131522,731851.27701,4713661.935,AU,NA,2,2,10,21,1,"I,DF,R,K",K,NA,NA,NA,NA,NA,Top is dead,finished,11ca7341-b071-442b-8ee1-8b2c63f0c1a2,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:06:32Z,ccavender_ufl,-72.1765360759761,42.5405696188076
10100,131523,1322,22,fagugr,9.18,4.64,14.6,AU,NA,"DF,K",NA,NA,2,131523,731851.18201,4713658.638,AU,NA,NA,1,63,80,1,"DF,K",K,NA,NA,NA,NA,NA,NA,finished,bafc39ab-1e3e-47b4-940d-171a2310a785,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:16:03Z,ccavender_ufl,-72.176538568801,42.5405399911731
10101,131534,1322,22,fagugr,5.26,0.33,13.2,AU,NA,"K,DF",NA,NA,3,131534,731847.259,4713654.32999,AU,NA,2,2,86,86,1,"I,R,K",K,NA,NA,NA,NA,NA,NA,finished,3d2d3131-1af9-4daa-9c80-800f450b85ee,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:29:44Z,ccavender_ufl,-72.1765880336338,42.5405024176758
10102,131537,1322,22,fagugr,4.03,1.82,10.1,AU,BBD,"K,DF",NA,NA,3,131537,731846.03101,4713655.82199,AU,NA,2,3,10,15,1,"I,LF,DF,R,K",K,NA,NA,NA,NA,NA,NA,finished,0514b0b1-a4dc-496b-944a-46b3083e0a89,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:27:59Z,ccavender_ufl,-72.1766023653559,42.5405162065854
10105,131549,1322,21,fagugr,5.15,9.6,14.2,AU,BBD,K,NA,NA,3,131549,731847.15401,4713653.599,DC,2,2,3,NA,NA,NA,"I,R,K,W,B",B,NA,NA,NA,NA,NA,NA,finished,a443d802-bf18-4f4f-beb4-4367840f53a8,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:30:35Z,ccavender_ufl,-72.1765896074822,42.5404958743464
10108,131556,1322,21,fagugr,8.21,2.49,14.9,AU,BBD,"K,DF",NA,NA,2,131556,731850.20801,4713646.48499,DS,NA,2,2,0,20,1,"I,R,K",K,NA,NA,NA,NA,NA,BBD,finished,13292390-28e5-4e3f-809f-c242dac0925d,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:45:16Z,ccavender_ufl,-72.1765553448389,42.540430968532
10131,131618,1323,22,fagugr,4.07,7.62,NA,DS,NA,NA,NA,NA,NA,131618,731846.073,4713681.61801,DS,NA,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,fc7f52df-472f-48fc-bc73-81bfb9a00895,2024-07-03T17:50:17Z,shuej21,2024-07-16T14:06:53Z,ccavender_ufl,-72.1765913915364,42.5407482255632
10139,131658,1323,21,fagugr,9.8,5.57,11.4,AU,BBD,"W,K",2,NA,2,131658,731851.798,4713669.57199,AU,1,2,2,10,18,1,"I,DF,R,K,W",W,NA,NA,NA,NA,NA,BBD,finished,2fb80a3d-928a-487a-871a-28b6ecb99b0a,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:08:52Z,ccavender_ufl,-72.1765266409707,42.5406381561964
10140,131659,1323,21,fagugr,7.88,5.32,31,AU,BBD,K,NA,NA,2,131659,731849.883,4713669.32401,AU,NA,NA,1,99,99,3,"I,K",K,NA,NA,NA,NA,NA,NA,finished,e167f0ce-b27d-4394-a8f9-62604ba0ec67,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:09:55Z,ccavender_ufl,-72.1765500348973,42.5406364995185
10395,140377,1405,12,fagugr,5.52,4.21,22,AU,Bbd,"K,B,LF",NA,NA,2,140377,731857.51801,4713318.2128,AU,NA,NA,1,63,95,3,"F,K,DF",DF,NA,NA,NA,NA,NA,BBD,finished,4d3d9b23-8a39-4ef4-af13-143ffd798acc,2024-07-03T17:50:17Z,shuej21,2024-07-17T13:44:21Z,jbudoffcorujo_ufl,-72.1765995680021,42.5374760122704
10441,140542,1406,22,fagugr,7.41,5.03,10.4,A,NA,NA,NA,NA,NA,140542,731869.409,4713339.03,AU,NA,NA,NA,90,100,3,LF,LF,NA,NA,NA,NA,NA,Beech leaf disease,finished,3a4def74-7bf0-4b24-8b0b-d98a102abf89,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:22:24Z,jbudoffcorujo_ufl,-72.176446495976,42.5376596941226
10454,140591,1406,21,fagugr,9.16,1.76,10.8,AU,Bbd,"K,F,I",NA,NA,2,140591,731871.15799,4713325.76,AU,NA,NA,2,100,100,2,"K,F",F,NA,NA,NA,NA,NA,BBD,finished,3c470f8d-5e8c-4cf8-9062-865717e4a728,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:12:56Z,jbudoffcorujo_ufl,-72.1764306047786,42.5375398078243
10457,140604,1407,11,fagugr,0.49,4.26,11.8,AU,Bbd,"K,B,W",3,NA,3,140604,731852.49399,4713348.263,AU,3,NA,3,28,80,1,"B,K,F,W",W,NA,NA,NA,NA,NA,BBD,finished,7b611baf-0bca-48af-8c12-5716746f3e08,2024-07-03T17:50:17Z,shuej21,2024-07-28T00:47:02Z,johnson.daniel_ufl,-72.1766484875575,42.5377478165807
10458,140606,1407,11,fagugr,0.48,6.23,11.1,AU,NA,K,NA,NA,2,140606,731852.48199,4713350.234,AU,1,1,3,74,76,1,"K,F,W,R",R,NA,NA,NA,NA,NA,BBD,finished,e1d2285e-76c8-41cb-b2b2-6485cc3c51ef,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:46:42Z,jbudoffcorujo_ufl,-72.1766478344823,42.5377655490807
10459,140608,1407,11,fagugr,0.16,6.97,21,AU,NA,K,NA,NA,2,140608,731852.16101,4713350.97,AU,NA,NA,3,70,95,2,"K,F,DF",DF,NA,NA,NA,NA,NA,BBD,finished,ecdfecaf-a155-4e30-81b4-1efdb76616ec,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:48:21Z,jbudoffcorujo_ufl,-72.1766514403198,42.537772265454
10508,140742,1408,12,fagugr,9.41,4.63,10.7,AU,NA,K,NA,NA,1,140742,731861.40799,4713378.62801,AU,NA,NA,2,100,100,1,"K,F",F,NA,NA,NA,NA,NA,BBD,finished,aaf7d42d-9784-496a-867e-99caf5c0b023,2024-07-03T17:50:17Z,shuej21,2024-07-17T15:58:34Z,jbudoffcorujo_ufl,-72.1765277521867,42.53801827207
10539,140800,1409,12,fagugr,3.4,6.25,13.5,A,NA,NA,NA,NA,NA,140800,731855.40302,4713400.24699,A,NA,NA,NA,96,97,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,eb84ff15-2407-4637-820a-a0dd6ad9b388,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:59:01Z,jbudoffcorujo_ufl,-72.1765920239503,42.5382145331107
10548,140825,1409,22,fagugr,8.49,2.26,NA,DS,NA,NA,NA,NA,NA,140825,731870.487,4713396.26199,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,b1c7c3e5-c776-44f9-8092-7843d61a5cfc,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:49:09Z,jbudoffcorujo_ufl,-72.1764101725975,42.5381741649834
10832,141365,1418,12,fagugr,4.26,4.99,10.6,DS,Bbd,K,NA,NA,3,141365,731856.26001,4713578.992,DS,NA,NA,NA,0,87,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,da42a378-7049-4b2f-a8e3-7fd8ae9465fa,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:22:56Z,dcayetano_ufl,-72.1765091058563,42.5398220632853
10835,141371,1418,12,fagugr,3.68,8.37,NA,DS,NA,NA,NA,NA,NA,141371,731855.67999,4713582.371,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,878c500c-82d0-4e4e-ad68-cb005cc1c394,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:24:10Z,dcayetano_ufl,-72.1765147903955,42.5398526311374
10836,141372,1418,12,fagugr,3.72,8.77,14.3,AU,Bbd,K,NA,NA,3,141372,731855.71701,4713582.76901,AU,NA,NA,3,78,85,2,K,K,NA,NA,NA,NA,NA,NA,finished,fc474683-e4b2-4d86-9aa7-131d80020e97,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:25:21Z,dcayetano_ufl,-72.1765141786427,42.5398562000223
10839,141382,1418,12,fagugr,7.39,3.03,11.6,AU,Bbd,K,NA,NA,3,141382,731859.388,4713577.03,AU,NA,NA,3,85,95,2,K,K,NA,NA,NA,NA,NA,NA,finished,00301621-c2a8-4bb9-b324-7bccfae5583a,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:21:39Z,dcayetano_ufl,-72.1764718554164,42.5398034768748
10957,141872,1422,21,fagugr,8.29,3.94,13.5,A,NA,NA,NA,NA,NA,141872,731870.28699,4713647.944,A,NA,NA,NA,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,7f469442-48d1-42ef-a0a7-b8cdfabb908f,2024-07-03T17:50:17Z,shuej21,2024-07-16T12:59:24Z,dcayetano_ufl,-72.176310522483,42.5404380698322
10974,141939,1423,22,fagugr,4.36,1.23,40.6,AU,NA,"K,W,R",2,2,3,141939,731866.35599,4713675.229,AU,2,1,1,96,98,3,"W,R,K",K,NA,NA,NA,NA,NA,NA,finished,abd029c1-49cb-46b0-9bc4-b5bf23bde0ee,2024-07-03T17:50:17Z,shuej21,2024-07-15T18:27:55Z,dcayetano_ufl,-72.1763472698663,42.5406846735483
10988,142015,1424,11,fagugr,9.44,2.52,34.2,AU,Bbd,"K,W,R",2,2,2,142015,731861.44501,4713686.52301,AU,2,2,2,95,98,2,"K,W,R,F",F,NA,NA,NA,NA,NA,NA,finished,9890bc41-bcd8-4e7f-adca-0e09bac58f1d,2024-07-03T17:50:17Z,shuej21,2024-07-15T18:09:55Z,dcayetano_ufl,-72.1764024237298,42.5407877342359
